scientificName,decimalLongitude,decimalLatitude,year,month,day,basisOfRecord
Abies balsamea (L.) Mill.,-70.407722,44.069078,2024,4,7,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.597989,45.332808,2024,4,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-71.037907,44.901648,2024,4,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-71.037771,44.901867,2024,4,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.785681,43.872362,2024,4,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.716415,44.868118,2024,4,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.191101,44.31418,2024,4,15,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.245546,44.335727,2024,4,17,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.513969,43.402496,2024,4,18,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.114653,44.429741,2024,4,21,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.665212,43.802467,2024,4,18,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.41198,45.378187,2024,4,27,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.257747,44.311273,2024,4,28,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.435355,44.622167,2024,4,28,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.208552,43.960435,2024,4,29,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.546753,43.344812,2024,4,30,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.686385,45.475807,2024,4,7,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.707523,45.474818,2024,4,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.333559,44.601886,2024,5,3,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.578946,43.957363,2024,5,7,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.22123,44.353855,2024,5,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.021278,44.614414,2024,5,14,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.806778,45.830795,2024,5,16,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.582467,46.033067,2024,5,17,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.570563,46.014542,2024,5,17,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.250472,44.315208,2024,5,20,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.321289,43.760597,2024,5,19,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.061385,45.93485,2024,5,25,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.047142,44.34318,2024,5,26,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.06143,45.934833,2024,5,25,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.290978,44.423588,2024,5,27,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.933891,46.516733,2024,5,30,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.321462,43.760576,2024,5,29,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.933888,46.51599,2024,6,1,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.319429,44.520745,2024,6,1,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.417678,44.635605,2024,6,3,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.229904,44.34828,2024,6,2,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.366982,44.690258,2024,6,3,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.91168,45.916314,2024,6,5,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.060217,44.337822,2024,6,9,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.58898,44.484495,2024,6,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.31968,44.233467,2024,6,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.501625,43.773926,2024,6,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.971492,44.565493,2024,6,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.777742,46.087161,2024,6,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.275064,44.333483,2024,6,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.271845,44.336186,2024,6,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.338088,44.331739,2024,6,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.267154,44.334072,2024,6,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.269734,44.334083,2024,6,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.239082,44.419312,2024,6,15,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.679803,43.87542,2024,6,14,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.25665,44.326862,2024,6,15,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.256645,44.32696,2024,6,15,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.25661,44.32701,2024,6,15,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.256062,44.328067,2024,6,15,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.225104,44.352582,2024,6,18,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.222768,44.351826,2024,6,18,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.225176,44.353115,2024,6,18,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.342453,44.316392,2024,6,15,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.20152,44.655553,2024,6,20,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.144943,43.975411,2024,6,21,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.589258,43.693813,2024,6,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.945145,44.428455,2024,6,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.853435,44.485695,2024,6,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.950325,43.832898,2024,6,25,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.593017,44.478108,2024,6,26,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.12508,44.63071,2024,6,27,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.501892,43.774349,2024,6,28,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.706837,44.757583,2024,6,28,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.323524,44.230433,2024,6,17,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.788369,46.115404,2024,6,16,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.593842,43.823071,2024,6,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.276272,44.429577,2024,6,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.226184,44.351695,2024,6,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.679934,44.756398,2024,7,1,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.480679,43.542332,2024,7,3,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.226722,44.351022,2024,7,3,HUMAN_OBSERVATION
Abies balsamea var. balsamea,-68.886453,45.906383,2024,7,7,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.733713,45.699921,2024,7,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.225892,44.352772,2024,7,9,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.284392,43.990117,2024,7,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.297539,43.964011,2024,7,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.385555,43.469719,2024,7,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.544058,44.708302,2024,7,7,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.356287,45.174142,2024,7,20,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.240478,44.313095,2024,7,24,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.317917,44.232282,2024,7,24,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.059519,44.336171,2024,7,9,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.853072,44.286062,2024,7,25,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.045653,44.428763,2024,7,28,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.333078,44.514267,2024,7,29,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.312143,44.438907,2024,7,27,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.189273,44.310271,2024,7,27,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.189525,44.308249,2024,7,27,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.336954,44.222423,2024,7,28,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.772948,44.811951,2024,7,31,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.951378,46.574003,2024,7,29,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.091667,43.820983,2024,7,27,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.932439,45.916524,2024,7,26,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.932749,45.918385,2024,7,26,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.222205,44.352825,2024,7,31,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.231932,46.667,2024,7,23,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.061033,44.334708,2024,7,16,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.970822,44.241205,2024,7,20,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.060934,44.340359,2024,8,2,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.062133,44.341222,2024,8,2,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.0614,44.339863,2024,8,2,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.222275,44.353889,2024,8,4,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.225625,44.35222,2024,8,6,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.380172,43.909172,2024,8,7,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.514038,43.402458,2024,8,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.09718,44.041391,2024,8,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.37037,45.41567,2024,8,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.28733,43.990502,2024,8,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.048334,44.901749,2024,8,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.030136,44.771278,2024,8,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.021136,44.882542,2024,8,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.52368,44.761436,2024,8,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.523888,44.761793,2024,8,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.523945,44.761947,2024,8,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.63778,44.98845,2024,8,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.831542,45.012572,2024,8,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.768197,45.139239,2024,8,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.59842,44.886275,2024,8,14,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.495883,45.199886,2024,8,15,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.495911,45.199673,2024,8,15,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.728722,44.417877,2024,8,17,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.05638,44.084356,2024,8,18,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.298499,44.5339,2024,8,19,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.880813,45.063325,2024,8,17,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.308389,44.343932,2024,8,20,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.980086,43.890283,2024,8,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.566702,43.847248,2024,8,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.977694,43.888472,2024,8,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.929861,44.232119,2024,8,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.929958,44.231889,2024,8,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.046051,44.090488,2024,8,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.92985,44.231756,2024,8,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.930008,44.231172,2024,8,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.930008,44.231172,2024,8,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.879381,44.386558,2024,8,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.879381,44.386558,2024,8,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.879186,44.386972,2024,8,22,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.058697,44.235917,2024,8,23,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.653008,44.052458,2024,8,26,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.901528,45.27377,2024,8,25,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.6492,44.023108,2024,8,21,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.649286,44.023031,2024,8,21,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.621353,44.054897,2024,8,24,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.623519,44.062236,2024,8,24,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.421608,43.981957,2024,8,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.181412,43.834094,2024,8,27,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.220898,44.807538,2024,8,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.064917,44.33856,2024,9,1,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.884091,43.867197,2024,9,6,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.7827,44.659366,2024,9,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.805949,44.005229,2024,9,6,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.727438,44.863839,2024,9,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.727651,44.864507,2024,9,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.729989,44.86159,2024,9,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.23494,44.368225,2024,9,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.222795,44.351978,2024,9,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.912262,43.828742,2024,9,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.689996,44.935745,2024,9,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.912427,43.828723,2024,9,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.669751,44.899882,2024,9,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.152082,44.232711,2024,9,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.666794,44.905962,2024,9,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.666806,44.905953,2024,9,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.660282,44.907005,2024,9,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.663651,44.906464,2024,9,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.666826,44.906,2024,9,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.666646,44.906056,2024,9,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.662987,44.906353,2024,9,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.66862,44.90468,2024,9,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.729737,44.861779,2024,9,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.737374,44.861239,2024,9,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.737056,44.865253,2024,9,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.662063,44.908928,2024,9,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.655953,44.026378,2024,9,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.783867,45.271266,2024,9,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.031662,44.328033,2024,9,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.66863,44.9049,2024,9,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.666755,44.905997,2024,9,9,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.66665,44.906028,2024,9,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.668695,44.898788,2024,9,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.662371,44.906439,2024,9,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.230019,44.375183,2024,9,13,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.62118,44.202233,2024,9,14,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.068914,44.381685,2024,9,14,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.447925,44.635973,2024,9,15,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.9466,44.604795,2024,9,7,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.296757,43.568431,2024,9,7,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.228453,44.349972,2024,9,20,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.006601,46.603235,2024,9,20,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.524086,45.043617,2024,9,21,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.938545,45.361938,2024,9,21,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.323135,45.144909,2024,9,21,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.003744,44.404406,2024,9,24,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.840014,45.816977,2024,9,21,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-67.840865,46.230537,2024,9,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.73229,44.975647,2024,9,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.620679,44.84339,2024,9,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.658599,44.902518,2024,9,29,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.069752,44.372473,2024,9,28,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.324104,46.55615,2024,9,27,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.856603,44.758831,2024,9,24,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.215478,43.612445,2024,9,25,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.568839,44.148828,2024,9,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.206017,44.310974,2024,10,3,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.226223,44.351451,2024,10,3,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.872704,43.856152,2024,10,3,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.178908,44.327286,2024,10,3,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.819245,43.736242,2024,10,5,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.229388,44.37317,2024,10,6,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.276665,44.344737,2024,10,7,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.677172,44.019146,2024,10,6,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.970588,44.952263,2024,10,3,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.486702,44.70541,2024,10,9,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.602232,43.860787,2024,10,9,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.312518,43.769416,2024,10,5,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.08135,43.821086,2024,10,10,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.912072,43.837892,2024,10,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.91147,43.83197,2024,10,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.912287,43.828728,2024,10,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.064478,44.239508,2024,10,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.957217,43.790164,2024,10,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.98427,43.753003,2024,10,15,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.066987,44.338839,2024,10,12,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.290832,44.350322,2024,10,11,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.963447,43.765362,2024,10,18,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.500038,45.270122,2024,10,17,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.22163,44.353717,2024,10,19,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.22215,44.353389,2024,10,19,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.955008,44.291122,2024,10,18,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.978363,44.019615,2024,10,24,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.221528,44.405348,2024,10,25,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.39701,43.401473,2024,10,28,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.684761,44.551705,2024,10,29,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.453961,43.400505,2024,10,29,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.453223,43.400123,2024,10,29,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.22493,44.35263,2024,10,29,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.727743,44.866935,2024,10,30,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.065181,44.336529,2024,10,28,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.266709,44.332371,2024,10,31,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.462294,43.359762,2024,10,29,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.473568,43.902262,2024,10,18,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.642125,43.933454,2024,10,19,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.6382,44.871178,2024,10,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.463991,44.830827,2024,10,8,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.886925,43.866375,2024,11,2,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.081855,43.820728,2024,11,1,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.093067,44.049416,2024,11,4,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-70.260477,43.601269,2024,11,5,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-68.728206,44.866565,2024,11,7,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.875546,43.790546,2024,11,9,HUMAN_OBSERVATION
Abies balsamea (L.) Mill.,-69.942995,43.815003,2024,11,15,HUMAN_OBSERVATION
